model,model_image_url
Crimson 1.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crimson_1.tgs
Nightpad 1.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nightpad_1.tgs
Starry Night 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Starry_Night_1.tgs
Chronicles 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chronicles_1.tgs
Princess 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Princess_0.tgs
Daybook 1.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Daybook_1.tgs
Golden Star 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Star_0.tgs
Le Club 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Le_Club_0.tgs
North Pole 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/North_Pole_0.tgs
Toilet Paper 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toilet_Paper_0.tgs
Spellbook 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spellbook_0.tgs
Matcha 1.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Matcha_1.tgs
Alien Script 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Alien_Script_0.tgs
Grimoire 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grimoire_0.tgs
Mon Amour 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mon_Amour_0.tgs
Cursed Tome 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cursed_Tome_0.tgs
Clown 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clown_0.tgs
Pepe Diary 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pepe_Diary_0.tgs
Sky Ghost 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sky_Ghost_3.tgs
Doomsday 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doomsday_2.tgs
Astro Peach 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Astro_Peach_3.tgs
Laika 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Laika_2.tgs
Submarine 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Submarine_1.tgs
Ruby Sparkle 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ruby_Sparkle_3.tgs
Malfunction 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Malfunction_2.tgs
Alien Pizza 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Alien_Pizza_2.tgs
Neon Fuel 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neon_Fuel_3.tgs
Popsicle 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Popsicle_3.tgs
Jewels 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jewels_1.tgs
Bitcoin 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bitcoin_0.tgs
Worm Gun 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Worm_Gun_2.tgs
Soap Bubbles 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soap_Bubbles_2.tgs
Jet Bike 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jet_Bike_2.tgs
Green Jelly 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Green_Jelly_3.tgs
Fireworks 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fireworks_3.tgs
Police Box 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Police_Box_1.tgs
Hornet 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hornet_3.tgs
First Step 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Step_2.tgs
Flower Power 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Flower_Power_2.tgs
Cardboard 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cardboard_2.tgs
Chrome 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chrome_1.tgs
Knowledge 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Knowledge_1.tgs
Lollipop 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lollipop_3.tgs
Gunship 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gunship_1.tgs
Rocket Plush 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rocket_Plush_2.tgs
Banana 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Banana_2.tgs
Black Wing 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Black_Wing_1.tgs
Fishing Cat 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fishing_Cat_2.tgs
Checkered 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Checkered_2.tgs
Silver Ride 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Silver_Ride_2.tgs
Clever Bird 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clever_Bird_2.tgs
Squirrel 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Squirrel_2.tgs
Little Journey 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Little_Journey_2.tgs
Space Veggie 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Space_Veggie_1.tgs
Vintage Toy 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vintage_Toy_3.tgs
Mission Uranus 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mission_Uranus_0.tgs
Lava Lamp 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lava_Lamp_2.tgs
Space Bot 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Space_Bot_1.tgs
Normandy 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Normandy_1.tgs
Planet Express 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Planet_Express_1.tgs
To The Moon 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/To_The_Moon_0.tgs
Nostromo 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nostromo_1.tgs
Baby Carrot 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baby_Carrot_2.tgs
Pepelatz 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pepelatz_1.tgs
Mega Death 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mega_Death_1.tgs
Bulk Order 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bulk_Order_2.tgs
Doggystyle 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doggystyle_2.tgs
Choco Kush 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Choco_Kush_3.tgs
Tag Bag 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tag_Bag_2.tgs
Doggy Doggs 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doggy_Doggs_2.tgs
Shuffle 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shuffle_2.tgs
April 20th 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/April_20th_2.tgs
P.I.M.P. 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/P.I.M.P.tgs
Hop Corn 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hop_Corn_3.tgs
Golden Nugs 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Nugs_1.tgs
Boiling Hot 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Boiling_Hot_2.tgs
Gummies 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gummies_3.tgs
Take It Easy 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Take_It_Easy_2.tgs
Aviators 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Aviators_2.tgs
Purple Smoke 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Purple_Smoke_2.tgs
Smokefest 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Smokefest_3.tgs
Muffins 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Muffins_2.tgs
Snoopcoins 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snoopcoins_3.tgs
Fish Hat 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fish_Hat_2.tgs
Spicy Onion 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spicy_Onion_3.tgs
Candy Shop 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Candy_Shop_2.tgs
Serious Dude 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Serious_Dude_2.tgs
Doll Buttons 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doll_Buttons_1.tgs
Dogg’s Loot 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doggs_Loot_3.tgs
Rastafari 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rastafari_2.tgs
Lollipops 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lollipops_3.tgs
Choco Doggs 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Choco_Doggs_3.tgs
Baggy Bag 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baggy_Bag_2.tgs
Snoop S 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snoop_S_1.tgs
Crook To Cook 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crook_To_Cook_2.tgs
Cookie Dude 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cookie_Dude_0.tgs
Happy Herbs 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Happy_Herbs_0.tgs
West Toast 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/West_Toast_2.tgs
Gin and Juice 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gin_and_Juice_3.tgs
Bark & Tag 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bark__Tag_2.tgs
Lemon Pepper 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lemon_Pepper_3.tgs
Walk Of Fame 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Walk_Of_Fame_2.tgs
Dogg Treats 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dogg_Treats_3.tgs
Platinum 8 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Platinum_8_2.tgs
Platinum Drip 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Platinum_Drip_3.tgs
Missionary 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Missionary_0.tgs
Gin & Jewels 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gin__Jewels_0.tgs
Snoop Life 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snoop_Life_0.tgs
Money Bag 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Money_Bag_2.tgs
Darkness 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Darkness_1.tgs
Stack Pack 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Stack_Pack_1.tgs
The Last Meal 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Last_Meal_1.tgs
Cashback 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cashback_0.tgs
Blind Bag 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blind_Bag_1.tgs
Amazon 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Amazon_2.tgs
Full Tint 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Full_Tint_2.tgs
Inception 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Inception_2.tgs
Day-Date 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Day-Date_2.tgs
Cherry Time 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cherry_Time_1.tgs
Tachymeter 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tachymeter_2.tgs
Memory Flash 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Memory_Flash_1.tgs
Blue Daytona 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Daytona_2.tgs
Outer Space 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Outer_Space_2.tgs
Diamond Ring 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Diamond_Ring_2.tgs
The Original 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Original_3.tgs
Sean Connery 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sean_Connery_1.tgs
Dr. Strange 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dr._Strange_1.tgs
Gameboy 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gameboy_2.tgs
Bruce Wayne 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bruce_Wayne_2.tgs
Pot of Gold 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pot_of_Gold_1.tgs
Chromatic 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chromatic_2.tgs
Spacewalk 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spacewalk_1.tgs
El Dorado 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/El_Dorado_2.tgs
Sputnik 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sputnik_1.tgs
Helicopter 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Helicopter_2.tgs
Asteroid 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Asteroid_1.tgs
Ball Pit 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ball_Pit_2.tgs
Infinite Loop 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Infinite_Loop_2.tgs
Rockefeller 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rockefeller_2.tgs
Copper Clock 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Copper_Clock_2.tgs
Salvador 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Salvador_1.tgs
Bronze Age 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bronze_Age_2.tgs
Blue Bezel 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Bezel_3.tgs
Xenowatch 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Xenowatch_1.tgs
DeLorean 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/DeLorean_1.tgs
Intergalactic 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Intergalactic_1.tgs
Patrician 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Patrician_2.tgs
Zenith 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Zenith_2.tgs
Galactic Year 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Galactic_Year_2.tgs
Top Gun 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Top_Gun_2.tgs
Pip-Boy 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pip-Boy_2.tgs
Iced Out 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Iced_Out_1.tgs
Sovereign 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sovereign_2.tgs
Pink Cycle 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Cycle_1.tgs
Platinum 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Platinum_2.tgs
Timeless 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Timeless_2.tgs
Patriot 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Patriot_2.tgs
Gold Band 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gold_Band_3.tgs
Day Trader 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Day_Trader_1.tgs
Cupid Clock 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cupid_Clock_1.tgs
Secret Agent 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Secret_Agent_1.tgs
Royal Purple 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Royal_Purple_3.tgs
The Grid 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Grid_1.tgs
Future Watch 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Future_Watch_1.tgs
Vivid Sky 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vivid_Sky_2.tgs
Funky Stitch 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Funky_Stitch_0.tgs
Dalmatian 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dalmatian_1.tgs
Shiny Pearl 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shiny_Pearl_1.tgs
Verdant 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Verdant_2.tgs
Health Wish 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Health_Wish_0.tgs
Clover 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clover_2.tgs
Tinky Winky 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tinky_Winky_1.tgs
Mono Patch 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mono_Patch_0.tgs
Lavender 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lavender_2.tgs
Crystal View 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_View_1.tgs
Yang 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Yang_2.tgs
Dipsy 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dipsy_1.tgs
Ocean 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ocean_2.tgs
Money Wish 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Money_Wish_0.tgs
Twilight 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Twilight_2.tgs
Orchid 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Orchid_2.tgs
Laa-Laa-Lag 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Laa-Laa-Lag_1.tgs
Argentum 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Argentum_2.tgs
Grayscale 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grayscale_2.tgs
Winter 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Winter_2.tgs
Yin 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Yin_2.tgs
Tropic Wave 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tropic_Wave_1.tgs
Holo Shell 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Holo_Shell_1.tgs
Spectrum 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spectrum_1.tgs
Gold Rush 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gold_Rush_2.tgs
R2D2 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/R2D2_0.tgs
Pearl White 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pearl_White_2.tgs
Melon Pop 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Melon_Pop_2.tgs
Mecha Fight 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mecha_Fight_0.tgs
Error-Po 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Error-Po_1.tgs
Nokia 3310 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nokia_3310_0.tgs
Shadow 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shadow_2.tgs
Malachite 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Malachite_2.tgs
Wild Hunt 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wild_Hunt_1.tgs
Cherry Milk 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cherry_Milk_2.tgs
Grape 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grape_2.tgs
Wooden Dog 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wooden_Dog_0.tgs
Neon Mirage 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neon_Mirage_1.tgs
Ruby Glaze 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ruby_Glaze_1.tgs
Purple 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Purple_2.tgs
Peach 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Peach_2.tgs
Birthday 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Birthday_0.tgs
Furby 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Furby_0.tgs
Dino Egg 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dino_Egg_1.tgs
Lime Shock 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lime_Shock_2.tgs
Lush Stripe 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lush_Stripe_1.tgs
Pastel Thread 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pastel_Thread_0.tgs
Alien Attack 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Alien_Attack_0.tgs
Strawberry 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Strawberry_1.tgs
Green Candy 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Green_Candy_1.tgs
Underdog 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Underdog_0.tgs
Classic Blue 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Classic_Blue_0.tgs
Wish Granted 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wish_Granted_0.tgs
Sapphire 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sapphire_1.tgs
Inferno 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Inferno_2.tgs
Lucky Wish 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lucky_Wish_0.tgs
Icy Zebra 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Icy_Zebra_1.tgs
Love Wish 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Love_Wish_0.tgs
Game Boy 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Game_Boy_0.tgs
Amber 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Amber_2.tgs
Citrus Ice 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Citrus_Ice_2.tgs
BMO 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/BMO_0.tgs
Lime Chip 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lime_Chip_1.tgs
Egg Catch 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Egg_Catch_0.tgs
Golden Sun 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Sun_1.tgs
Bunny Grid 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bunny_Grid_0.tgs
Water Rings 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Water_Rings_0.tgs
Pepe Feels 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pepe_Feels_0.tgs
Diamond Ton 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Diamond_Ton_0.tgs
Toxic Glitch 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toxic_Glitch_0.tgs
Bondi Blue 1.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bondi_Blue_1.tgs
Doom 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doom_0.tgs
Heartbeat 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Heartbeat_0.tgs
Yellow 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Yellow_0.tgs
Puck Man 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Puck_Man_0.tgs
The Demon 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Demon_0.tgs
Stone Kitty 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Stone_Kitty_0.tgs
Seraph 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Seraph_0.tgs
Lazy Egg 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lazy_Egg_0.tgs
Pixel Bunny 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pixel_Bunny_0.tgs
Poo Byte 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Poo_Byte_0.tgs
Pixel Pink 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pixel_Pink_0.tgs
Portal 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Portal_0.tgs
Nyan Cat 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nyan_Cat_0.tgs
Cookbook 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cookbook_3.tgs
Voodoo 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Voodoo_2.tgs
Divine Comedy 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Divine_Comedy_2.tgs
Crazy Book 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crazy_Book_2.tgs
Chemistry 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chemistry_3.tgs
Ice Nine 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ice_Nine_3.tgs
Tiny Kingdom 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tiny_Kingdom_2.tgs
Geometry 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Geometry_3.tgs
Alphabet 3.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Alphabet_3.tgs
Crystal Tome 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_Tome_2.tgs
Shakespeare 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shakespeare_3.tgs
Hitchhiker 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hitchhiker_1.tgs
Mystique 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mystique_2.tgs
Metro 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Metro_1.tgs
Big Brother 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Big_Brother_2.tgs
Pirate Tales 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pirate_Tales_2.tgs
